iter	Passed	Remaining
290	3678	59527
291	3683	59388
292	3690	59284
293	3694	59135
294	3698	58984
295	3702	58842
296	3707	58706
297	3710	58552
298	3714	58397
299	3719	58269
300	3724	58137
301	3727	57983
302	3728	57793
303	3731	57648
304	3737	57540
305	3741	57398
306	3745	57262
307	3750	57131
308	3756	57022
309	3759	56882
310	3764	56754
311	3772	56679
312	3778	56581
313	3782	56453
314	3788	56350
315	3792	56214
316	3796	56079
317	3797	55909
318	3803	55816
319	3807	55684
320	3811	55555
321	3817	55456
322	3821	55334
323	3824	55201
324	3828	55072
325	3834	54982
326	3838	54858
327	3842	54731
328	3846	54615
329	3852	54519
330	3856	54399
331	3860	54276
332	3866	54186
333	3873	54117
334	3877	53996
335	3884	53919
336	3888	53802
337	3891	53680
338	3893	53526
339	3898	53432
340	4001	54672
341	4069	55422
342	4078	55370
343	4088	55342
344	4097	55283
345	4104	55204
346	4112	55151
347	4140	55355
348	4171	55588
349	4189	55666
350	4200	55636
351	4210	55591
352	4219	55545
353	4231	55536
354	4239	55478
355	4250	55444
356	4335	56381
357	4339	56264
358	4344	56160
359	4349	56061
360	4353	55947
361	4357	55829
362	4365	55764
363	4369	55649
364	4373	55535
365	4379	55449
366	4384	55343
367	4387	55224
368	4391	55114
369	4397	55029
370	4400	54911
371	4404	54795
372	4409	54701
373	4418	54648
374	4421	54536
375	4428	54463
376	4432	54353
377	4436	54243
378	4440	54144
379	4446	54058
380	4449	53946
381	4453	53838
382	4458	53751
383	4462	53646
384	4466	53538
385	4469	53429
386	4476	53362
387	4480	53260
388	4484	53154
389	4488	53055
390	4494	52975
391	4497	52873
392	4501	52768
393	4505	52673
394	4511	52591
395	4515	52493
396	4518	52391
397	4524	52314
398	4532	52265
399	4536	52166
400	4542	52101
401	4546	52003
402	4550	51904
403	4554	51809
404	4560	51737
405	4563	51638
406	4567	51545
407	4573	51478
408	4577	51383
409	4581	51285
410	4584	51187
411	4590	51122
412	4593	51023
413	4598	50941
414	4607	50907
415	4614	50844
416	4622	50803
417	4631	50770
418	4640	50731
419	4647	50676
420	4657	50658
421	4667	50633
422	4676	50597
423	4683	50544
424	4691	50503
425	4695	50412
426	4698	50321
427	4705	50269
428	4709	50181
429	4713	50092
430	4717	50005
431	4725	49965
432	4731	49904
433	4738	49850
434	4743	49777
435	4746	49690
436	4752	49626
437	4756	49542
438	4761	49465
439	4765	49383
440	4770	49321
441	4774	49236
442	4777	49142
443	4781	49064
444	4787	49006
445	4792	48930
446	4795	48846
447	4801	48788
448	4806	48714
449	4810	48635
450	4813	48548
451	4822	48527
452	4828	48462
453	4834	48408
454	4839	48346
455	4843	48267
456	4848	48203
457	4853	48133
458	4857	48055
459	4861	47982
460	4868	47935
461	4872	47859
462	4876	47781
463	4880	47708
464	4887	47661
465	4890	47584
466	4894	47509
467	4902	47476
468	4910	47439
469	4927	47490
470	4937	47480
471	4944	47432
472	4953	47406
473	4957	47337
474	4964	47289
475	4969	47229
476	4974	47170
477	4981	47122
478	4986	47060
479	4990	46991
480	4993	46915
481	5000	46874
482	5004	46803
483	5008	46733
484	5016	46702
485	5025	46674
486	5033	46646
487	5039	46596
488	5047	46564
489	5135	47266
490	5232	48051
491	5240	48019
492	5251	48007
493	5259	47975
494	5268	47946
495	5276	47914
496	5288	47917
497	5303	47942
498	5324	48026
499	5340	48064
500	5365	48183
501	5377	48183
502	5382	48120
503	5386	48048
504	5390	47983
505	5397	47940
506	5401	47871
507	5406	47804
508	5414	47774
509	5421	47728
510	5427	47682
511	5432	47621
512	5436	47549
513	5443	47508
514	5447	47441
515	5451	47368
516	5454	47300
517	5462	47261
518	5465	47191
519	5469	47121
520	5475	47076
521	5480	47013
522	5484	46944
523	5488	46879
524	5495	46838
525	5498	46771
526	5502	46699
527	5508	46656
528	5516	46621
529	5519	46554
530	5530	46542
531	5538	46517
532	5548	46498
533	5557	46477
534	5565	46445
535	5574	46423
536	5583	46406
537	5598	46434
538	5614	46469
539	5629	46498
540	5643	46513
541	5651	46484
542	5662	46481
543	5677	46505
544	5688	46497
545	5697	46476
546	5708	46468
547	5716	46444
548	5727	46438
549	5737	46423
550	5745	46394
551	5754	46373
552	5763	46349
553	5778	46374
554	5792	46392
555	5807	46417
556	5815	46385
557	5826	46385
558	5837	46375
559	5845	46347
560	5855	46333
561	5859	46271
562	5863	46209
563	5870	46172
564	5874	46110
565	5878	46049
566	5882	45992
567	5889	45957
568	5893	45897
569	5897	45835
570	5905	45807
571	5912	45768
572	5918	45726
573	5924	45685
574	5928	45621
575	5934	45581
576	5938	45520
577	5942	45459
578	5945	45400
579	5952	45362
580	5956	45303
581	5960	45249
582	5967	45214
583	5971	45156
584	5975	45098
585	5980	45049
586	5986	45007
587	5990	44949
588	5994	44895
589	6003	44874
590	6009	44833
591	6015	44791
592	6021	44748
593	6026	44698
594	6033	44668
595	6037	44613
596	6041	44559
597	6046	44510
598	6051	44463
599	6055	44409
600	6059	44355
601	6066	44322
602	6071	44271
603	6075	44217
604	6081	44181
605	6086	44129
606	6089	44074
607	6095	44029
608	6103	44007
609	6108	43960
610	6115	43927
611	6119	43878
612	6124	43827
613	6131	43796
614	6135	43747
615	6139	43691
616	6144	43649
617	6149	43603
618	6152	43547
619	6156	43495
620	6163	43463
621	6167	43411
622	6171	43361
623	6177	43322
624	6181	43272
625	6185	43222
626	6189	43171
627	6198	43153
628	6204	43118
629	6209	43073
630	6270	43419
631	6393	44185
632	6406	44195
633	6416	44189
634	6427	44180
635	6434	44153
636	6445	44147
637	6453	44119
638	6467	44136
639	6477	44125
640	6486	44113
641	6498	44113
642	6512	44127
643	6519	44100
644	6530	44094
645	6537	44059
646	6544	44032
647	6549	43983
648	6552	43929
649	6559	43895
650	6563	43845
651	6567	43798
652	6577	43785
653	6583	43749
654	6593	43740
655	6601	43717
656	6611	43707
657	6618	43676
658	6626	43653
659	6632	43614
660	6637	43573
661	6643	43535
662	6647	43483
663	6651	43434
664	6657	43402
665	6661	43352
666	6666	43305
667	6672	43271
668	6677	43229
669	6680	43177
670	6685	43134
671	6694	43114
672	6700	43078
673	6707	43048
674	6711	43005
675	6715	42957
676	6722	42925
677	6726	42876
678	6729	42827
679	6734	42780
680	6740	42749
681	6744	42703
682	6748	42653
683	6754	42623
684	6759	42578
685	6763	42533
686	6769	42498
687	6774	42461
688	6778	42414
689	6783	42369
690	6792	42356
691	6797	42317
692	6804	42291
693	6808	42244
694	6811	42194
695	6816	42154
696	6824	42129
697	6830	42096
698	6837	42071
699	6841	42026
700	6845	41980
701	6851	41949
702	6856	41909
703	6860	41865
704	6865	41828
705	6871	41795
706	6875	41751
707	6879	41706
708	6889	41695
709	6894	41660
710	6900	41626
711	6907	41597
712	6913	41565
713	6919	41535
714	6924	41497
715	6934	41487
716	6941	41464
717	6951	41457
718	6959	41434
719	6972	41445
720	6982	41438
721	6990	41419
722	6998	41398
723	7011	41410
724	7021	41400
725	7028	41376
726	7036	41359
727	7044	41335
728	7052	41318
729	7058	41286
730	7066	41267
731	7073	41241
732	7082	41228
733	7090	41210
734	7100	41199
735	7108	41180
736	7117	41167
737	7121	41127
738	7125	41084
739	7132	41061
740	7136	41015
741	7140	40974
742	7147	40950
743	7151	40908
744	7155	40868
745	7160	40834
746	7166	40801
747	7170	40758
748	7174	40717
749	7181	40692
750	7185	40652
751	7188	40609
752	7196	40591
753	7203	40566
754	7208	40530
755	7214	40502
756	7218	40459
757	7222	40419
758	7229	40393
759	7232	40352
760	7236	40310
761	7241	40277
762	7246	40242
763	7251	40203
764	7255	40163
765	7261	40139
766	7265	40100
767	7269	40060
768	7277	40040
769	7281	40001
770	7285	39960
771	7291	39932
772	7299	39914
773	7304	39882
774	7314	39876
775	7318	39838
776	7324	39808
777	7330	39781
778	7334	39741
779	7341	39716
780	7345	39683
781	7352	39656
782	7359	39636
783	7363	39597
784	7367	39556
785	7374	39534
786	7378	39498
787	7382	39460
788	7714	41174
789	7802	41579
790	7815	41586
791	7827	41589
792	7834	41564
793	7844	41555
794	7853	41539
795	7862	41527
796	7890	41610
797	7921	41714
798	7944	41768
799	8046	42243
800	8079	42353
801	8085	42323
802	8091	42290
803	8095	42250
804	8100	42211
805	8106	42184
806	8111	42144
807	8115	42103
808	8123	42082
809	8130	42056
810	8136	42024
811	8141	41988
812	8145	41947
813	8149	41907
814	8156	41882
815	8160	41840
816	8163	41799
817	8169	41765
818	8173	41727
819	8177	41685
820	8181	41644
821	8187	41616
822	8191	41573
823	8194	41531
824	8198	41489
825	8204	41460
826	8209	41423
827	8213	41383
828	8220	41360
829	8227	41333
830	8231	41296
831	8237	41264
832	8240	41224
833	8243	41180
834	8249	41146
835	8255	41119
836	8259	41079
837	8263	41042
838	8270	41015
839	8273	40975
840	8277	40934
841	8283	40906
842	8288	40871
843	8292	40832
844	8300	40815
845	8306	40786
846	8312	40755
847	8321	40745
848	8326	40712
849	8333	40688
850	8337	40650
851	8341	40611
852	8347	40580
853	8353	40553
854	8357	40515
855	8361	40477
856	8367	40449
857	8370	40410
858	8375	40374
859	8381	40349
860	8385	40308
861	8388	40270
862	8392	40233
863	8398	40205
864	8402	40165
865	8406	40129
866	8411	40098
867	8420	40084
868	8424	40050
869	8431	40023
870	8434	39985
871	8438	39947
872	8443	39913
873	8453	39906
874	8464	39905
875	8472	39888
876	8487	39900
877	8497	39893
878	8505	39878
879	8517	39876
880	8525	39860
881	8541	39881
882	8556	39892
883	8580	39952
884	8601	39995
885	8612	39991
886	8620	39970
887	8624	39938
888	8633	39925
889	8638	39893
890	8645	39869
891	8648	39831
892	8652	39795
893	8657	39761
894	8664	39738
895	8668	39702
896	8671	39663
897	8678	39642
898	8685	39621
899	8693	39605
900	8698	39574
901	8703	39541
902	8711	39526
903	8715	39490
904	8721	39464
905	8726	39431
906	8731	39404
907	8736	39371
908	8743	39351
909	8747	39317
910	8751	39281
911	8758	39261
912	8788	39341
913	8937	39956
914	8952	39970
915	8961	39957
916	8969	39936
917	8979	39926
918	8986	39908
919	8999	39911
920	9013	39918
921	9023	39912
922	9031	39893
923	9041	39886
924	9048	39864
925	9060	39860
926	9067	39841
927	9077	39833
928	9082	39801
929	9089	39780
930	9096	39757
931	9101	39726
932	9108	39702
933	9111	39664
934	9114	39628
935	9121	39605
936	9125	39569
937	9129	39535
938	9134	39503
939	9139	39476
940	9143	39442
941	9147	39406
942	9153	39382
943	9158	39349
944	9162	39316
945	9167	39285
946	9173	39259
947	9176	39224
948	9180	39189
949	9188	39169
950	9194	39146
951	9200	39119
952	9204	39088
953	9208	39054
954	9212	39020
955	9219	38998
956	9223	38964
957	9226	38929
958	9232	38901
959	9237	38876
960	9242	38845
961	9246	38812
962	9253	38793
963	9260	38770
964	9267	38749
965	9270	38714
966	9274	38680
967	9279	38651
968	9287	38636
969	9293	38613
970	9300	38592
971	9304	38559
972	9308	38526
973	9314	38502
974	9319	38474
975	9323	38441
976	9328	38412
977	9334	38387
978	9337	38350
979	9341	38317
980	9346	38290
981	9351	38262
982	9355	38229
983	9360	38201
984	9366	38178
985	9370	38145
986	9373	38112
987	9379	38087
988	9384	38059
989	9388	38028
990	9396	38011
991	9404	37998
992	9408	37966
993	9415	37946
994	9418	37911
995	9422	37877
996	9427	37851
997	9434	37833
998	9439	37805
999	9446	37784
1000	9450	37754
1001	9454	37722
1002	9459	37695
1003	9465	37672
1004	9471	37649
1005	9481	37642
1006	9488	37625
1007	9503	37636
1008	9515	37637
1009	9520	37612
1010	9530	37601
1011	9539	37590
1012	9547	37576
1013	9553	37552
1014	9557	37525
1015	9564	37504
1016	9568	37475
1017	9573	37446
1018	9579	37424
1019	9583	37395
1020	9587	37364
1021	9599	37364
1022	9605	37341
1023	9611	37319
1024	9615	37289
1025	9619	37258
1026	9626	37239
1027	9633	37220
1028	9642	37213
1029	9649	37194
1030	9658	37180
1031	9666	37166
1032	9670	37139
1033	9678	37121
1034	9681	37090
1035	9686	37062
1036	9695	37052
1037	9700	37026
1038	9707	37009
1039	9711	36977
1040	9715	36949
1041	9720	36923
1042	9726	36899
1043	9730	36871
1044	9734	36841
1045	9740	36820
1046	9744	36792
1047	9748	36762
1048	9754	36740
1049	9759	36714
1050	9763	36686
1051	9768	36659
1052	9774	36639
1053	9778	36608
1054	9782	36579
1055	9789	36563
1056	9796	36543
1057	9800	36514
1058	9807	36497
1059	9811	36467
1060	9814	36438
1061	9820	36413
1062	9825	36388
1063	9829	36361
1064	9834	36337
1065	9840	36315
1066	9844	36286
1067	9847	36256
1068	9853	36233
1069	9858	36208
1070	9862	36180
1071	9868	36158
1072	9873	36136
1073	9878	36109
1074	9881	36078
1075	9889	36066
1076	9895	36043
1077	9899	36018
1078	9905	35996
1079	9910	35970
1080	9913	35939
1081	9921	35926
1082	9925	35897
1083	9972	36026
1084	10103	36455
1085	10113	36449
1086	10123	36442
1087	10131	36430
1088	10140	36418
1089	10150	36409
1090	10157	36394
1091	10167	36386
1092	10178	36384
1093	10277	36695
1094	10315	36788
1095	10320	36760
1096	10324	36733
1097	10328	36703
1098	10334	36684
1099	10338	36655
1100	10342	36626
1101	10348	36604
1102	10352	36576
1103	10356	36547
1104	10359	36517
1105	10366	36498
1106	10370	36468
1107	10374	36441
1108	10378	36415
1109	10388	36405
1110	10392	36377
1111	10399	36359
1112	10402	36329
1113	10406	36302
1114	10412	36281
1115	10417	36255
1116	10423	36234
1117	10429	36214
1118	10434	36191
1119	10438	36163
1120	10443	36137
1121	10449	36115
1122	10453	36088
1123	10457	36062
1124	10463	36042
1125	10468	36015
1126	10471	35987
1127	10479	35973
1128	10490	35969
1129	10500	35961
1130	10507	35943
1131	10515	35929
1132	10522	35914
1133	10530	35899
1134	10534	35872
1135	10538	35845
1136	10544	35825
1137	10549	35800
1138	10552	35771
1139	10557	35746
1140	10563	35725
1141	10567	35700
1142	10570	35670
1143	10577	35654
1144	10584	35636
1145	10588	35608
1146	10594	35588
1147	10598	35562
1148	10601	35533
1149	10606	35508
1150	10612	35489
1151	10617	35463
1152	10621	35437
1153	10627	35418
1154	10631	35390
1155	10635	35364
1156	10640	35343
1157	10645	35317
1158	10649	35292
1159	10653	35267
1160	10660	35249
1161	10664	35222
1162	10667	35195
1163	10675	35181
1164	10682	35164
1165	10686	35137
1166	10693	35122
1167	10697	35095
1168	10703	35076
1169	10718	35087
1170	10731	35090
1171	10743	35090
1172	10748	35066
1173	10751	35039
1174	10759	35025
1175	10763	35000
1176	10767	34973
1177	10776	34964
1178	10781	34942
1179	10787	34920
1180	10792	34899
1181	10796	34872
1182	10800	34847
1183	10806	34830
1184	10811	34805
1185	10814	34779
1186	10820	34759
1187	10825	34736
1188	10829	34710
1189	10833	34684
1190	10839	34666
1191	10843	34640
1192	10847	34615
1193	10852	34594
1194	10857	34571
1195	10861	34546
1196	10865	34521
1197	10871	34503
1198	10876	34480
1199	10880	34454
1200	10887	34440
1201	10894	34423
1202	10899	34400
1203	10905	34382
1204	10909	34357
1205	10913	34331
1206	10919	34313
1207	10923	34290
1208	10927	34265
1209	10932	34243
1210	10937	34221
1211	10941	34197
1212	10945	34171
1213	10952	34155
1214	10956	34130
1215	10959	34102
1216	10965	34084
1217	10970	34064
1218	10974	34041
1219	10978	34014
1220	10986	34004
1221	10992	33985
1222	10999	33968
1223	11007	33958
1224	11015	33945
1225	11020	33923
1226	11024	33898
1227	11027	33873
1228	11034	33856
1229	11037	33830
1230	11041	33807
1231	11048	33791
1232	11052	33767
1233	11056	33743
1234	11060	33717
1235	11067	33702
1236	11071	33678
1237	11075	33654
1238	11080	33635
1239	11088	33623
1240	11091	33597
1241	11403	34502
1242	11543	34891
1243	11556	34892
1244	11567	34887
1245	11575	34874
1246	11587	34874
1247	11598	34869
1248	11606	34857
1249	11623	34871
1250	11650	34914
1251	11671	34941
1252	11691	34962
1253	11703	34962
1254	11714	34956
1255	11724	34949
1256	11734	34942
1257	11744	34934
1258	11807	35084
1259	11815	35070
1260	11819	35046
1261	11824	35024
1262	11830	35004
1263	11834	34978
1264	11838	34955
1265	11845	34936
1266	11849	34912
1267	11853	34886
1268	11859	34868
1269	11864	34844
1270	11867	34819
1271	11872	34796
1272	11879	34779
1273	11883	34754
1274	11887	34729
1275	11896	34718
1276	11901	34698
1277	11907	34678
1278	11912	34657
1279	11917	34634
1280	11922	34614
1281	11927	34592
1282	11931	34567
1283	11936	34544
1284	11942	34524
1285	11946	34501
1286	11950	34477
1287	11954	34452
1288	11960	34433
1289	11964	34409
1290	11967	34383
1291	11974	34366
1292	11978	34342
1293	11981	34316
1294	11986	34292
1295	11993	34277
1296	12000	34261
1297	12012	34259
1298	12016	34236
1299	12023	34221
1300	12027	34197
1301	12032	34174
1302	12037	34155
1303	12043	34135
1304	12047	34110
1305	12051	34087
1306	12057	34068
1307	12060	34043
1308	12065	34021
1309	12072	34005
1310	12077	33985
1311	12081	33962
1312	12089	33947
1313	12096	33932
1314	12100	33908
1315	12106	33891
1316	12111	33869
1317	12115	33846
1318	12121	33829
1319	12125	33805
1320	12129	33781
1321	12134	33760
1322	12140	33740
1323	12146	33724
1324	12158	33721
1325	12169	33717
1326	12177	33704
1327	12191	33710
1328	12197	33690
1329	12210	33692
1330	12219	33684
1331	12227	33670
1332	12237	33663
1333	12243	33646
1334	12250	33632
1335	12257	33616
1336	12263	33598
1337	12273	33590
1338	12283	33584
1339	12291	33572
1340	12298	33556
1341	12308	33549
1342	12317	33540
1343	12323	33524
1344	12327	33500
1345	12333	33481
1346	12337	33457
1347	12341	33434
1348	12344	33410
1349	12353	33399
1350	12357	33376
1351	12361	33353
1352	12367	33337
1353	12371	33314
1354	12375	33291
1355	12381	33274
1356	12387	33256
1357	12393	33237
1358	12401	33225
1359	12408	33209
1360	12413	33191
1361	12418	33171
1362	12422	33148
1363	12428	33131
1364	12433	33111
1365	12438	33089
1366	12441	33064
1367	12448	33050
1368	12455	33036
1369	12464	33027
1370	12471	33011
1371	12479	32999
1372	12486	32983
1373	12496	32977
1374	12504	32967
1375	12510	32948
1376	12515	32929
1377	12519	32907
1378	12523	32885
1379	12531	32871
1380	12535	32849
1381	12652	33124
1382	12727	33287
1383	12734	33271
1384	12743	33261
1385	12751	33249
1386	12760	33240
1387	12768	33228
1388	12779	33224
1389	12793	33226
1390	12803	33218
1391	12813	33213
1392	12825	33208
1393	12834	33200
1394	12843	33190
1395	12854	33185
1396	12860	33169
1397	12868	33156
1398	12875	33141
1399	12880	33120
1400	12887	33107
1401	12891	33084
1402	12898	33068
1403	12901	33045
1404	12906	33023
1405	12913	33009
1406	12918	32990
1407	12922	32967
1408	12927	32947
1409	12933	32930
1410	12937	32907
1411	12941	32885
1412	12947	32869
1413	12951	32846
1414	12955	32823
1415	12958	32799
1416	12965	32784
1417	12969	32762
1418	12973	32739
1419	12978	32720
1420	12986	32708
1421	12990	32685
1422	12996	32669
1423	13000	32648
1424	13004	32625
1425	13010	32608
1426	13014	32586
1427	13018	32563
1428	13021	32539
1429	13028	32525
1430	13032	32503
1431	13036	32482
1432	13042	32464
1433	13047	32445
1434	13051	32423
1435	13055	32401
1436	13061	32385
1437	13065	32364
1438	13069	32341
1439	13074	32322
1440	13082	32312
1441	13087	32291
1442	13093	32276
1443	13098	32255
1444	13101	32233
1445	13107	32216
1446	13113	32198
1447	13116	32175
1448	13120	32152
1449	13126	32138
1450	13130	32116
1451	13134	32094
1452	13140	32077
1453	13145	32058
1454	13149	32037
1455	13152	32014
1456	13159	32000
1457	13163	31979
1458	13167	31957
1459	13173	31941
1460	13182	31931
1461	13185	31908
1462	13194	31898
1463	13198	31877
1464	13201	31854
1465	13208	31840
1466	13212	31819
1467	13215	31796
1468	13221	31780
1469	13227	31762
1470	13231	31742
1471	13235	31722
1472	13242	31707
1473	13246	31688
1474	13255	31679
1475	13264	31669
1476	13276	31667
1477	13288	31666
1478	13294	31648
1479	13298	31629
1480	13306	31616
1481	13309	31594
1482	13313	31574
1483	13319	31557
1484	13325	31541
1485	13328	31518
1486	13332	31496
1487	13338	31481
1488	13342	31461
1489	13346	31439
1490	13352	31423
1491	13356	31404
1492	13362	31388
1493	13368	31373
1494	13376	31361
1495	13380	31341
1496	13387	31327
1497	13391	31305
1498	13394	31283
1499	13399	31266
1500	13404	31248
1501	13408	31227
1502	13412	31206
1503	13418	31191
1504	13425	31177
1505	13432	31164
1506	13439	31150
1507	13446	31136
1508	13454	31125
1509	13461	31112
1510	13469	31101
1511	13476	31088
1512	13481	31070
1513	13488	31056
1514	13492	31036
1515	13496	31015
1516	13503	31002
1517	13507	30982
1518	13510	30960
1519	13515	30943
1520	13520	30924
1521	13523	30903
1522	13527	30882
1523	13533	30868
1524	13537	30848
1525	13541	30827
1526	13546	30811
1527	13552	30794
1528	13556	30774
1529	13560	30755
1530	13567	30742
1531	13574	30729
1532	13580	30712
1533	13584	30693
1534	13588	30673
1535	13592	30654
1536	13598	30639
1537	13603	30620
1538	13606	30599
1539	13612	30584
1540	13617	30566
1541	13621	30546
1542	13626	30529
1543	13633	30515
1544	13637	30496
1545	13640	30475
1546	13647	30462
1547	13651	30443
1548	13655	30422
1549	13660	30406
1550	13669	30397
1551	13673	30377
1552	13681	30367
1553	13686	30349
1554	13689	30328
1555	13697	30317
1556	13806	30530
1557	13883	30672
1558	13898	30677
1559	13907	30667
1560	13916	30659
1561	13927	30654
1562	13935	30643
1563	13949	30645
1564	13961	30644
1565	13970	30634
1566	13985	30639
1567	13995	30632
1568	14005	30626
1569	14014	30618
1570	14024	30609
1571	14029	30593
1572	14033	30574
1573	14037	30553
1574	14044	30541
1575	14048	30521
1576	14052	30501
1577	14057	30485
1578	14066	30475
1579	14069	30455
1580	14076	30441
1581	14081	30422
1582	14084	30403
1583	14091	30388
1584	14095	30370
1585	14099	30350
1586	14104	30333
1587	14109	30316
1588	14113	30296
1589	14117	30276
1590	14123	30262
1591	14127	30242
1592	14131	30222
1593	14134	30202
1594	14141	30189
1595	14146	30171
1596	14150	30152
1597	14159	30143
1598	14165	30129
1599	14171	30114
1600	14177	30100
1601	14181	30081
1602	14188	30068
1603	14194	30053
1604	14199	30034
1605	14205	30021
1606	14210	30003
1607	14214	29983
1608	14219	29968
1609	14224	29951
1610	14228	29931
1611	14232	29913
1612	14239	29900
1613	14243	29881
1614	14247	29862
1615	14254	29849
1616	14262	29838
1617	14267	29823
1618	14273	29807
1619	14277	29788
1620	14283	29773
1621	14289	29759
1622	14292	29739
1623	14296	29720
1624	14303	29707
1625	14307	29688
1626	14311	29669
1627	14316	29652
1628	14321	29637
1629	14325	29618
1630	14328	29597
1631	14335	29583
1632	14339	29566
1633	14346	29553
1634	14353	29540
1635	14357	29523
1636	14361	29504
1637	14369	29493
1638	14377	29482
1639	14382	29467
1640	14387	29450
1641	14392	29433
1642	14397	29417
1643	14405	29406
1644	14411	29393
1645	14423	29390
1646	14435	29387
1647	14450	29393
1648	14459	29382
1649	14465	29369
1650	14474	29360
1651	14479	29344
1652	14486	29331
1653	14490	29313
1654	14496	29298
1655	14502	29284
1656	14506	29265
1657	14509	29247
1658	14516	29233
1659	14520	29215
1660	14524	29198
1661	14530	29183
1662	14535	29166
1663	14539	29148
1664	14543	29130
1665	14550	29117
1666	14554	29099
1667	14558	29081
1668	14566	29072
1669	14572	29058
1670	14578	29043
