iter	RMSE
130	24992.01305
131	24920.16132
132	24848.0454
133	24772.86369
134	24699.52678
135	24640.42889
136	24576.92981
137	24521.52634
138	24467.78065
139	24406.28338
140	24347.13096
141	24287.31628
142	24235.30575
143	24177.77383
144	24120.45504
145	24072.9804
146	24017.13072
147	23974.11095
148	23915.36843
149	23865.83319
150	23819.20192
151	23785.40097
152	23736.80271
153	23682.69579
154	23641.22595
155	23596.07399
156	23550.18423
157	23505.82265
158	23458.66341
159	23411.80998
160	23367.28109
161	23337.15645
162	23301.39494
163	23271.14016
164	23225.675
165	23189.33412
166	23147.25102
167	23109.99085
168	23068.20539
169	23033.60453
170	23000.41274
171	22963.98899
172	22930.80379
173	22901.33294
174	22866.30502
175	22833.90444
176	22811.14599
177	22781.4425
178	22750.2687
179	22722.31171
180	22692.83608
181	22666.88585
182	22637.56375
183	22607.73705
184	22573.66027
185	22543.03391
186	22524.35958
187	22486.24515
188	22454.70362
189	22426.14498
190	22400.61075
191	22370.20544
192	22347.19056
193	22322.01575
194	22297.34033
195	22267.16811
196	22250.64467
197	22227.56187
198	22203.59133
199	22183.83427
200	22167.65571
201	22129.08424
202	22105.71423
203	22070.58463
204	22045.98623
205	22021.22679
206	21992.39428
207	21976.15993
208	21950.23324
209	21921.8897
210	21892.31627
211	21867.62494
212	21852.01374
213	21821.66907
214	21804.27738
215	21774.48025
216	21756.57546
217	21731.35288
218	21713.89324
219	21683.86277
220	21650.34202
221	21631.03104
222	21612.64432
223	21583.50377
224	21575.26156
225	21545.93983
226	21532.55621
227	21512.26383
228	21477.99111
229	21456.97387
230	21429.41945
231	21403.37573
232	21376.03705
233	21365.29456
234	21335.90943
235	21318.24667
236	21301.686
237	21274.64603
238	21261.79436
239	21238.58587
240	21230.22477
241	21211.27354
242	21197.83921
243	21171.28208
244	21151.82755
245	21144.27655
246	21130.54339
247	21107.32572
248	21089.76288
249	21075.106
250	21057.23756
251	21043.43159
252	21021.44916
253	21008.29676
254	21002.05413
255	20982.68666
256	20962.98294
257	20948.36101
258	20931.5151
259	20912.12643
260	20900.76412
261	20891.83097
262	20878.01654
263	20861.20804
264	20846.30182
265	20835.4388
266	20826.37205
267	20810.869
268	20800.58042
269	20780.19707
270	20772.66763
271	20753.1212
272	20729.45316
273	20715.00537
274	20693.05218
275	20680.28543
276	20668.25426
277	20659.63866
278	20642.72833
279	20623.36733
280	20614.06651
281	20597.21919
282	20586.48865
283	20571.31266
284	20553.18819
285	20539.04228
286	20524.25631
287	20505.91263
288	20490.85516
289	20483.83854
290	20477.63921
291	20465.26926
292	20460.34886
293	20447.2986
294	20428.54549
295	20407.06408
296	20396.28128
297	20389.4675
298	20382.8662
299	20365.50987
300	20351.91074
301	20339.79372
302	20323.65445
303	20312.70228
304	20296.02359
305	20284.70587
306	20273.72155
307	20260.43626
308	20246.69563
309	20239.78225
310	20232.2197
311	20225.78228
312	20211.27363
313	20202.47588
314	20189.07411
315	20177.92956
316	20171.94815
317	20157.98732
318	20155.67536
319	20141.91211
320	20126.86454
321	20113.02701
322	20102.67529
323	20080.25849
324	20067.58015
325	20055.57773
326	20049.22512
327	20033.1668
328	20024.76897
329	20015.37549
330	20008.33252
331	19998.80013
332	19984.48294
333	19980.40358
334	19968.26395
335	19957.89263
336	19952.17185
337	19939.79141
338	19931.12593
339	19920.2315
340	19907.00831
341	19900.09858
342	19890.94291
343	19884.75332
344	19868.3106
345	19862.08033
346	19854.61947
347	19847.61202
348	19841.94319
349	19835.35627
350	19825.44906
351	19814.90602
352	19800.41381
353	19783.47285
354	19776.60386
355	19770.23953
356	19753.71185
357	19744.00814
358	19733.97115
359	19730.86782
360	19724.40224
361	19715.54949
362	19710.38973
363	19704.79104
364	19700.91947
365	19689.20187
366	19683.1961
367	19676.78619
368	19669.55364
369	19655.98321
370	19644.88195
371	19632.37667
372	19624.95202
373	19609.28528
374	19596.37009
375	19586.10082
376	19579.21043
377	19565.19632
378	19556.27525
379	19551.3148
380	19543.9432
381	19533.81508
382	19515.62786
383	19503.27166
384	19490.53487
385	19479.30962
386	19471.12638
387	19456.55792
388	19444.77488
389	19432.90774
390	19424.1104
391	19407.156
392	19396.33621
393	19385.1571
394	19370.61997
395	19365.36685
396	19353.93166
397	19351.18811
398	19340.15209
399	19333.76391
400	19320.04472
401	19307.83146
402	19297.39789
403	19292.13629
404	19280.71167
405	19270.35884
406	19261.07777
407	19246.08828
408	19236.13665
409	19225.75629
410	19212.54019
411	19208.51373
412	19195.73114
413	19190.13199
414	19187.97568
415	19178.75292
416	19163.16354
417	19153.05235
418	19141.50975
419	19131.22568
420	19123.6643
421	19116.41194
422	19110.82768
423	19097.10365
424	19085.19175
425	19067.36954
426	19054.27953
427	19047.2082
428	19035.0717
429	19018.3568
430	19008.40624
431	19001.94499
432	18993.23724
433	18980.28425
434	18976.68609
435	18969.90605
436	18957.14945
437	18947.12971
438	18941.34535
439	18937.62371
440	18924.26875
441	18919.71787
442	18913.51892
443	18899.76405
444	18892.72266
445	18878.97939
446	18875.28945
447	18868.54041
448	18860.8661
449	18846.417
450	18838.82987
451	18831.48458
452	18823.13182
453	18813.63832
454	18806.12121
455	18800.56149
456	18796.27251
457	18791.98811
458	18785.24741
459	18780.9984
460	18770.43602
461	18763.7227
462	18758.13001
463	18748.66412
464	18732.76224
465	18724.33096
466	18721.16702
467	18715.38755
468	18712.73358
469	18695.597
470	18691.07924
471	18684.95356
472	18672.88984
473	18666.34183
474	18652.64946
475	18646.03994
476	18643.26016
477	18632.17866
478	18624.49758
479	18615.99274
480	18608.93799
481	18601.8507
482	18591.83726
483	18588.88072
484	18578.55435
485	18570.38206
486	18560.09436
487	18555.55659
488	18547.63869
489	18544.82127
490	18535.21616
491	18527.61722
492	18523.86055
493	18517.03128
494	18503.98004
495	18492.84886
496	18486.86734
497	18473.27636
498	18465.07693
499	18459.39164
500	18451.28553
501	18440.0436
502	18429.25018
503	18419.51422
504	18412.03818
505	18401.53806
506	18385.59364
507	18377.17723
508	18372.75748
509	18369.28143
510	18354.49293
511	18345.78371
512	18336.27626
513	18331.45231
514	18318.7096
515	18312.66947
516	18309.01847
517	18299.50435
518	18288.01792
519	18284.59514
520	18280.25276
521	18268.28125
522	18260.98348
523	18250.69897
524	18244.31764
525	18232.98328
526	18226.80442
527	18220.23899
528	18216.18901
529	18204.97945
530	18198.77987
531	18191.01502
532	18187.21338
533	18173.78034
534	18166.92619
535	18161.24324
536	18149.03186
537	18142.35328
538	18136.49416
539	18133.31926
540	18121.72076
541	18109.56257
542	18095.35751
543	18086.31839
544	18083.75828
545	18078.5015
546	18070.73809
547	18064.52358
548	18056.32523
549	18045.2202
550	18043.43257
551	18036.15126
552	18026.69681
553	18019.0503
554	18012.85493
555	18004.77544
556	17995.61413
557	17980.20002
558	17975.39751
559	17969.03837
560	17962.52545
561	17959.21582
562	17952.21478
563	17943.84529
564	17933.63923
565	17930.31853
566	17924.55178
567	17916.21714
568	17906.41988
569	17904.81262
570	17893.34395
571	17884.17062
572	17881.39354
573	17869.24011
574	17857.16886
575	17842.98881
576	17834.14367
577	17825.88116
578	17822.98524
579	17816.93716
580	17806.56204
581	17797.0786
582	17795.64376
583	17784.45084
584	17776.98582
585	17770.24516
586	17764.03064
587	17756.11165
588	17749.96572
589	17744.72087
590	17733.97216
591	17726.87491
592	17724.06506
593	17712.04656
594	17708.9146
595	17700.10625
596	17692.18292
597	17686.14418
598	17678.08329
599	17674.92804
600	17669.0497
601	17663.58759
602	17654.9063
603	17650.25269
604	17647.90262
605	17639.50943
606	17629.26272
607	17619.14813
608	17612.18626
609	17609.28902
610	17606.08646
611	17598.80539
612	17596.70268
613	17587.49945
614	17581.839
615	17572.73131
616	17561.7247
617	17553.42984
618	17543.22262
619	17533.44383
620	17531.35286
621	17526.7672
622	17518.94716
623	17509.55327
624	17500.76539
625	17490.59779
626	17486.76911
627	17482.1171
628	17471.96275
629	17466.30311
630	17458.69837
631	17450.60311
632	17444.07917
633	17436.95313
634	17427.23731
635	17424.08256
636	17418.40379
637	17412.97952
638	17410.27676
639	17406.10853
640	17404.89645
641	17394.09736
642	17392.13403
643	17387.59776
644	17381.97819
645	17375.2107
646	17370.7837
647	17363.34549
648	17358.34711
649	17351.12992
650	17345.85887
651	17340.29318
652	17338.43299
653	17331.55868
654	17328.8873
655	17321.34789
656	17319.72062
657	17311.58818
658	17300.33783
659	17290.29573
660	17289.14146
661	17284.56138
662	17277.20797
663	17271.63144
664	17262.96042
665	17252.90556
666	17250.39042
667	17243.45308
668	17237.42525
669	17230.51011
670	17228.08595
671	17219.90095
672	17213.4866
673	17202.96771
674	17200.81432
675	17197.09575
676	17194.59729
677	17186.05074
678	17180.95195
679	17172.40443
680	17170.73802
681	17165.0824
682	17160.98911
683	17158.56652
684	17149.05474
685	17143.88943
686	17141.50883
687	17136.30397
688	17130.40483
689	17125.59458
690	17123.30406
691	17121.57115
692	17113.43986
693	17106.96185
694	17101.66131
695	17094.61634
696	17087.21445
697	17081.76478
698	17072.22864
699	17063.37451
700	17058.30763
701	17050.63552
702	17041.81792
703	17035.35598
704	17034.53133
705	17023.64107
706	17017.27658
707	17013.59663
708	17010.15383
709	17006.45294
710	16999.41353
711	16993.38518
712	16991.52202
713	16987.53082
714	16984.49039
715	16983.48848
716	16982.68837
717	16979.61398
718	16974.47757
719	16967.75761
720	16963.3277
721	16961.1527
722	16955.16647
723	16954.27335
724	16943.19987
725	16938.65652
726	16932.13951
727	16925.08581
728	16922.15094
729	16921.20747
730	16913.64296
731	16908.36425
732	16903.71444
733	16896.45885
734	16891.49805
735	16883.34784
736	16875.49984
737	16864.12928
738	16858.84449
739	16855.31908
740	16854.52932
741	16844.56032
742	16838.55518
743	16830.89134
744	16825.95946
745	16818.04847
746	16816.84264
747	16810.64325
748	16805.84004
749	16795.73863
750	16787.8719
751	16779.59417
752	16778.53686
753	16772.65739
754	16769.76469
755	16763.06264
756	16754.62598
757	16744.20231
758	16733.91503
759	16731.88402
760	16726.64396
761	16715.53326
762	16708.66827
763	16703.83997
764	16696.92507
765	16691.74628
766	16686.19498
767	16674.02203
768	16664.94065
769	16657.48577
770	16650.39998
771	16645.04931
772	16642.71147
773	16634.90879
774	16623.74441
775	16614.57183
776	16612.301
777	16611.33581
778	16608.54012
779	16606.17096
780	16603.79967
781	16600.17522
782	16589.77733
783	16587.07628
784	16577.0625
785	16569.71885
786	16562.56073
787	16558.16553
788	16555.84435
789	16547.66465
790	16538.34836
791	16537.02786
792	16527.00327
793	16525.14717
794	16520.02975
795	16513.30083
796	16509.0753
797	16503.62113
798	16496.33944
799	16491.97615
800	16488.13088
801	16483.82093
802	16478.25438
803	16473.11878
804	16470.743
805	16467.62562
806	16463.11081
807	16455.59459
808	16452.91179
809	16446.72089
810	16442.48834
811	16437.83446
812	16430.8639
813	16417.84326
814	16413.72377
815	16408.51734
816	16403.4094
817	16397.27021
818	16392.50362
819	16384.98746
820	16378.30208
821	16374.0702
822	16365.27871
823	16363.74082
824	16360.33933
825	16359.24466
826	16357.38625
827	16353.64708
828	16347.86274
829	16344.73386
830	16342.31754
831	16339.24671
832	16335.00095
833	16323.98182
834	16318.46333
835	16312.1267
836	16306.73326
837	16298.19904
838	16293.94477
839	16286.5911
840	16284.92464
841	16277.17779
842	16269.54631
843	16264.06427
844	16260.96941
845	16260.09478
846	16253.03328
847	16250.854
848	16247.16931
849	16242.17748
850	16236.09989
851	16234.00591
852	16230.10509
853	16229.15487
854	16225.01579
855	16213.77535
856	16205.72764
857	16204.27929
858	16201.88007
859	16199.6574
860	16191.00463
861	16187.31599
862	16183.56244
863	16177.40861
864	16170.5803
865	16161.07224
866	16155.91873
867	16152.01375
868	16148.82747
869	16146.30591
870	16141.23495
871	16140.82007
872	16135.12449
873	16131.84292
874	16126.36842
875	16123.92936
876	16122.10679
877	16116.59768
878	16108.90946
879	16099.43461
880	16094.66112
881	16091.48046
882	16086.79613
883	16084.9078
884	16072.87515
885	16064.17819
886	16063.49675
887	16061.01916
888	16055.02168
889	16045.72284
890	16038.15074
891	16037.75495
892	16032.8667
893	16027.13387
894	16022.61692
895	16016.77247
896	16011.9718
897	16005.11817
898	16000.4601
899	15992.13154
900	15985.52898
901	15985.15971
902	15982.01056
903	15977.50331
904	15973.08291
905	15962.55004
906	15961.58389
907	15950.24146
908	15945.51905
909	15936.74624
910	15930.75313
911	15920.69139
912	15913.97361
913	15904.35322
914	15897.05851
915	15892.20251
916	15889.21031
917	15885.39723
918	15882.15072
919	15877.70616
920	15877.07286
921	15868.69759
922	15865.42731
923	15863.05951
924	15858.91877
925	15857.89058
926	15855.05439
927	15848.31567
928	15844.07262
929	15835.9103
930	15831.63317
931	15827.02588
932	15821.69956
933	15818.57952
934	15815.2969
935	15805.92513
936	15802.16073
937	15801.59335
938	15795.39625
939	15788.68248
940	15784.22087
941	15780.21262
942	15776.81327
943	15767.80405
944	15759.72395
945	15755.79479
946	15749.06953
947	15743.96378
948	15737.93633
949	15736.5477
950	15729.65215
951	15729.17338
952	15725.00124
953	15722.70613
954	15715.57907
955	15709.35364
956	15705.92725
957	15700.45068
958	15695.83022
959	15695.33609
960	15686.2256
961	15681.03675
962	15676.30498
963	15670.52178
964	15664.93294
965	15662.9795
966	15657.00067
967	15651.35877
968	15643.82263
969	15637.57056
970	15634.88763
971	15630.5255
972	15621.74834
973	15615.8909
974	15610.00797
975	15602.66058
976	15598.54283
977	15596.56553
978	15595.36448
979	15588.78473
980	15587.56289
981	15587.09781
982	15580.62302
983	15576.14249
984	15574.87727
985	15566.66591
986	15559.25907
987	15558.19328
988	15556.73321
989	15555.31313
990	15554.58385
991	15551.07957
992	15549.74653
993	15545.13373
994	15541.56245
995	15539.31712
996	15534.47359
997	15528.79459
998	15522.57698
999	15515.41404
1000	15508.56111
1001	15504.01565
1002	15496.27579
1003	15489.68573
1004	15481.92437
1005	15476.8318
1006	15468.7052
1007	15464.45052
1008	15463.07544
1009	15458.7638
1010	15455.60318
1011	15451.31648
1012	15448.66514
1013	15444.76171
1014	15439.92093
1015	15435.30853
1016	15426.8062
1017	15426.47861
1018	15420.96501
1019	15414.56902
1020	15408.16171
1021	15405.33694
1022	15402.87559
1023	15399.86606
1024	15391.82531
1025	15384.59603
1026	15378.02883
1027	15372.76878
1028	15371.17803
1029	15367.34048
1030	15362.89007
1031	15358.87353
1032	15353.367
1033	15348.42995
1034	15347.71702
1035	15344.6965
1036	15340.36285
1037	15338.69176
1038	15332.96225
1039	15327.30477
1040	15323.14031
1041	15319.89795
1042	15313.75108
1043	15310.01045
1044	15301.56119
1045	15300.77544
1046	15293.40426
1047	15290.22355
1048	15286.76091
1049	15279.20941
1050	15276.94867
1051	15269.99967
1052	15268.97354
1053	15264.12997
1054	15261.02915
1055	15255.63481
1056	15252.65916
1057	15251.6375
1058	15248.89221
1059	15245.22707
1060	15242.24534
1061	15239.87245
1062	15233.98617
1063	15229.70087
1064	15229.00552
1065	15223.82758
1066	15219.35728
1067	15215.71694
1068	15206.36947
1069	15203.52374
1070	15198.78322
1071	15195.22035
1072	15187.85898
1073	15183.97429
1074	15180.05074
1075	15176.86174
1076	15171.2403
1077	15167.1379
1078	15165.39891
1079	15162.74638
1080	15161.92868
1081	15157.21617
1082	15152.93242
1083	15149.09665
1084	15144.4741
1085	15141.09902
1086	15137.61109
1087	15131.79369
1088	15127.41947
1089	15124.06883
1090	15122.83647
1091	15119.47097
1092	15115.65144
1093	15114.60884
1094	15114.16578
1095	15108.62585
1096	15101.7685
1097	15097.44906
1098	15092.85497
1099	15087.46154
1100	15075.95905
1101	15068.63125
1102	15062.97785
1103	15056.61366
1104	15046.94274
1105	15038.9834
1106	15034.01968
1107	15028.30216
1108	15025.12101
1109	15020.28281
1110	15016.45463
1111	15009.53234
1112	15007.58706
1113	14999.67943
1114	14993.0272
1115	14988.45456
1116	14980.68239
1117	14977.84303
1118	14972.63878
1119	14969.62069
1120	14966.10297
1121	14963.33308
1122	14962.53676
1123	14957.29722
1124	14955.35363
1125	14954.46379
1126	14949.7505
1127	14946.06398
1128	14939.03967
1129	14936.70169
1130	14933.34764
1131	14929.04409
1132	14926.95195
1133	14925.60793
1134	14923.40934
1135	14920.93715
1136	14915.04621
1137	14911.23701
1138	14906.98076
1139	14900.4047
1140	14892.98143
1141	14891.36673
1142	14883.76492
1143	14877.3961
1144	14874.83138
1145	14872.7743
1146	14866.77621
1147	14866.12035
1148	14863.98899
1149	14861.0047
1150	14858.12692
1151	14853.96996
1152	14845.79702
1153	14842.80698
1154	14835.36181
1155	14829.86927
1156	14826.06363
1157	14818.68385
1158	14815.74333
1159	14812.51559
1160	14805.62679
1161	14802.6513
1162	14799.3161
1163	14794.92114
1164	14792.91838
1165	14788.87208
1166	14785.08533
1167	14781.37948
1168	14775.97538
1169	14770.24993
1170	14766.99432
1171	14764.07634
1172	14761.53191
1173	14754.81318
1174	14751.32883
1175	14750.10274
1176	14749.49789
1177	14745.35342
1178	14740.81111
1179	14735.48819
1180	14734.47294
1181	14734.1696
1182	14731.26896
1183	14724.06652
1184	14720.63815
1185	14715.88093
1186	14711.60654
1187	14707.15658
1188	14705.79798
1189	14702.47765
1190	14696.9003
1191	14690.68964
1192	14688.43773
1193	14682.39789
1194	14676.26989
1195	14672.9759
1196	14670.5977
1197	14664.39551
1198	14658.46401
1199	14648.54624
1200	14644.10004
1201	14641.02546
1202	14639.97806
1203	14636.65112
1204	14632.62602
1205	14626.86067
1206	14621.61088
1207	14618.59049
1208	14612.81362
1209	14607.42353
1210	14602.88717
1211	14595.98533
1212	14593.40742
1213	14588.18273
1214	14584.74677
1215	14583.43442
1216	14576.5487
1217	14572.48679
1218	14567.83667
1219	14564.3822
1220	14555.98876
1221	14550.8985
1222	14545.13547
1223	14543.0341
1224	14538.87654
1225	14536.29925
1226	14535.00903
1227	14529.46454
1228	14526.58156
1229	14524.75864
1230	14521.36974
1231	14517.45547
1232	14515.96433
1233	14509.09838
1234	14504.3068
1235	14499.45835
1236	14492.53152
1237	14488.77644
1238	14483.03777
1239	14476.72048
1240	14474.40096
1241	14471.97702
1242	14469.59401
1243	14467.19184
1244	14466.35682
1245	14460.85623
1246	14460.10592
1247	14458.0468
1248	14455.9956
1249	14450.02565
1250	14447.22673
1251	14443.10712
1252	14439.6986
1253	14435.25009
1254	14429.10891
1255	14424.5679
1256	14421.81081
1257	14419.37541
1258	14416.03159
1259	14413.81225
1260	14411.16297
1261	14409.98951
1262	14405.84031
1263	14400.37941
1264	14394.39108
1265	14387.75908
1266	14384.88865
1267	14382.45302
1268	14378.97232
1269	14375.85974
1270	14372.71128
1271	14369.72566
1272	14366.91928
1273	14359.14591
1274	14354.7947
1275	14353.71764
1276	14350.49852
1277	14347.39558
1278	14346.02914
1279	14343.38229
1280	14337.93303
1281	14333.02257
1282	14328.34699
1283	14326.11899
1284	14321.49797
1285	14311.77165
1286	14307.11595
1287	14302.28131
1288	14299.69448
1289	14296.0549
1290	14292.96432
1291	14287.75971
1292	14284.81771
1293	14283.7246
1294	14276.41457
1295	14275.13769
1296	14271.07335
1297	14267.87622
1298	14265.03831
1299	14262.58754
1300	14257.29031
1301	14255.2167
1302	14254.26854
1303	14252.0895
1304	14248.24269
1305	14244.20031
1306	14239.47626
1307	14235.53701
1308	14232.43267
1309	14226.5848
1310	14223.81418
1311	14222.22133
1312	14219.87701
1313	14215.54573
1314	14211.9867
1315	14209.46885
1316	14205.10232
1317	14203.42738
1318	14198.35832
1319	14191.61648
1320	14188.23426
1321	14186.5928
1322	14182.6569
1323	14180.54082
1324	14178.4827
1325	14173.63837
1326	14168.34912
1327	14166.23265
1328	14164.98945
1329	14163.7431
1330	14157.37747
1331	14153.61857
1332	14149.89918
1333	14147.86572
1334	14145.36217
1335	14142.19256
1336	14137.51265
1337	14133.36933
1338	14129.54818
1339	14126.83696
1340	14122.1335
1341	14118.94554
1342	14115.29201
1343	14111.35228
1344	14110.28397
1345	14106.57762
1346	14105.51225
1347	14102.30932
1348	14100.77331
1349	14096.98741
1350	14093.77318
1351	14089.12007
1352	14088.04305
1353	14086.62273
1354	14080.8062
1355	14078.21698
1356	14075.99651
1357	14075.29087
1358	14073.8327
1359	14071.60856
1360	14068.86073
1361	14066.41508
1362	14062.94609
1363	14057.9464
1364	14053.24018
1365	14048.2225
1366	14046.77334
1367	14045.8165
1368	14044.87839
1369	14042.16598
1370	14040.51773
1371	14037.81174
1372	14033.31991
1373	14032.04001
1374	14027.67683
1375	14026.0562
1376	14022.20393
1377	14020.82553
1378	14018.67149
1379	14017.52404
1380	14013.2936
1381	14011.23045
1382	14009.47737
1383	14007.15023
1384	14005.66577
1385	14001.18634
1386	13997.20917
1387	13991.08098
1388	13986.75878
1389	13981.04824
1390	13977.95215
1391	13976.84245
1392	13974.85523
1393	13972.66594
1394	13968.61429
1395	13965.07925
1396	13960.93272
1397	13957.46358
1398	13954.24425
1399	13950.20794
1400	13943.60632
1401	13938.88797
1402	13935.77432
1403	13932.68708
1404	13927.36061
1405	13925.03819
1406	13922.73053
1407	13916.97079
1408	13915.02075
1409	13912.77498
1410	13909.867
1411	13907.95806
1412	13904.31627
1413	13900.8861
1414	13897.3108
1415	13893.85935
1416	13891.20948
1417	13886.76493
1418	13883.29767
1419	13880.34167
1420	13879.28504
1421	13878.52246
1422	13872.59301
1423	13867.08544
1424	13862.57544
1425	13861.05793
1426	13856.70296
1427	13855.07676
1428	13848.35788
1429	13843.31504
1430	13838.85255
1431	13837.97482
1432	13832.49981
1433	13830.83595
1434	13829.30906
1435	13828.67087
1436	13827.9053
1437	13823.4044
1438	13818.49765
1439	13817.2396
1440	13812.65028
1441	13808.3632
1442	13803.75984
1443	13796.02493
1444	13794.29588
1445	13792.54921
1446	13791.91803
1447	13789.39891
1448	13783.19056
1449	13778.41827
1450	13776.62069
1451	13774.5755
1452	13770.69717
1453	13769.71957
1454	13765.41238
1455	13760.1504
1456	13756.22986
1457	13754.4705
1458	13749.35334
1459	13746.15523
1460	13742.83367
1461	13742.40167
1462	13737.97837
1463	13732.5283
1464	13730.27549
1465	13727.59655
1466	13726.38585
1467	13725.07159
1468	13722.10804
1469	13716.09848
1470	13714.21173
1471	13713.53914
1472	13712.56948
1473	13707.87877
1474	13706.20877
1475	13703.0741
1476	13697.43034
1477	13695.69423
1478	13693.70914
1479	13693.44286
1480	13690.35065
1481	13686.43785
1482	13683.29274
1483	13679.16775
1484	13675.77847
1485	13672.87009
1486	13670.46048
1487	13668.1212
1488	13666.16437
1489	13662.8618
1490	13660.97053
1491	13657.24023
1492	13653.79885
1493	13649.84328
1494	13647.68732
1495	13646.24774
1496	13641.80097
1497	13637.4304
1498	13635.39571
1499	13634.55789
1500	13631.36396
1501	13625.59354
1502	13623.11667
1503	13621.75758
1504	13616.79638
1505	13615.53463
1506	13614.31478
1507	13608.77381
1508	13606.73536
1509	13605.88381
1510	13601.12265
1511	13599.06627
1512	13595.80053
1513	13594.3736
1514	13590.83616
1515	13586.77995
1516	13583.47504
1517	13579.42793
1518	13577.83419
1519	13577.57652
1520	13572.415
1521	13568.8011
1522	13563.0875
1523	13558.6937
1524	13554.87924
1525	13551.78694
1526	13549.75226
1527	13548.30729
1528	13544.23519
1529	13542.53536
1530	13539.81868
1531	13536.07124
1532	13534.89433
1533	13529.3206
1534	13526.68853
1535	13522.18263
1536	13520.12739
1537	13516.77526
1538	13514.78041
1539	13513.09173
1540	13508.91503
1541	13505.05107
1542	13503.04844
1543	13501.03416
1544	13498.08271
1545	13495.29784
1546	13494.00274
1547	13490.70949
1548	13486.69631
1549	13486.11951
1550	13482.11404
1551	13479.97934
1552	13477.36942
1553	13473.11946
1554	13471.32756
1555	13470.25864
1556	13463.91206
1557	13462.0537
1558	13458.19161
1559	13457.0734
1560	13455.31252
1561	13452.23117
1562	13450.93697
1563	13446.10575
1564	13445.1285
1565	13441.29367
1566	13434.90182
1567	13429.4924
1568	13424.22466
1569	13421.78839
1570	13418.2685
1571	13415.68661
1572	13410.57249
1573	13407.19481
1574	13403.96406
1575	13400.26434
1576	13395.36546
1577	13390.97599
1578	13388.74716
1579	13387.03309
1580	13384.3709
1581	13381.78813
1582	13377.84171
1583	13372.22261
1584	13369.55694
1585	13368.00175
1586	13364.80903
1587	13362.33271
1588	13360.79671
1589	13358.77172
1590	13358.2363
1591	13356.23033
1592	13351.75465
1593	13348.55203
1594	13344.63255
1595	13340.32904
1596	13338.21062
1597	13334.2681
1598	13328.4592
1599	13325.6978
1600	13323.40012
1601	13322.54483
1602	13322.13493
1603	13321.09527
1604	13316.89841
1605	13313.63587
1606	13311.5807
1607	13309.94464
1608	13305.71416
1609	13304.08299
1610	13301.88488
1611	13298.58495
1612	13297.50591
1613	13295.14434
1614	13290.45343
1615	13289.2023
1616	13286.98134
1617	13282.11747
1618	13278.63896
1619	13277.64148
1620	13273.58617
1621	13268.22146
1622	13267.82342
1623	13264.40825
1624	13260.32456
1625	13256.19333
1626	13252.21819
1627	13249.50017
1628	13247.87117
1629	13244.54098
1630	13242.17726
1631	13239.05535
1632	13234.96234
1633	13232.94194
1634	13230.96742
1635	13229.51082
1636	13227.77648
1637	13224.06384
1638	13221.49766
1639	13220.56407
1640	13217.85484
1641	13215.95564
1642	13213.05885
1643	13210.09162
1644	13207.2052
1645	13204.16354
1646	13201.71623
1647	13197.25767
1648	13194.24219
1649	13192.58105
1650	13189.48921
1651	13186.1998
1652	13182.69057
1653	13180.79591
1654	13177.62972
1655	13177.21827
1656	13176.4375
1657	13171.96323
1658	13170.81075
1659	13170.10861
1660	13167.88117
1661	13164.92463
1662	13159.58789
1663	13158.34388
1664	13154.48511
1665	13150.03574
